"HolderAddress","Balance","PendingBalanceUpdate"
"0x9edc660edea559ace1b894c649221e25f3a8744f","79351987.587689","No"
"0xf658796553ecab41c0db1d4ebcfe504cdaddef3b","36192617663.149","No"
"0x95187ee2b72dfeed76b1d96f31df40e039bbe587","11061261.6928989","No"
"0x480b06c1caa625daabf1a884dfea0400834312bc","3692138786.69628","No"
"0x7348b32a29feb4eae4f42ecd99d1d76c1c8ee43f","32086918190.4945","No"
"0xba416a63a5d056c229fba2751064297e292461b1","19687059.5274772","No"
"0x0d85105872047d9eadd23ebab65e496b6be450ca","1008672258774.02","No"
"0xba537bcb4fb183e4071121fc7e6edb494dca4f04","386697789.477101","No"
"0xcf5cc1561607e1797c14ac1b2060f56a01997e8a","45125838.93893","No"
"0x88943ccdbdb7137f4e869887911b8c97197c68ce","71955569.5966124","No"
"0xc91e17c170c037f2331cd0bc6efdf56f2f824921","1766184989.12259","No"
"0xe3f4351d61ea5504122b1ecc64b3709752b52143","42885359.1292891","No"
"0xb4e8395e84dfe44d8bef712aded715545c98c70b","2643922118120.32","No"
"0xa19a99f7d5e4535a38f049b0b13dcb6d23b7d288","34336442.7883488","No"
"0x110ba088d85505bd0818275f7b30693d397f0248","21840133.8134938","No"
"0xf29c82241fa204148a4d77f546d54ebc993d6ac9","20582318.3282582","No"
"0x4301b1938caae4bb564715acfd03f8ed3ac8a462","22647449.1755291","No"
"0xe9d94dbd538929b1c744f54924354df3c9d1a55c","2397673568930.33","No"
"0x48a4d31daf0cb01970dc10f0dabdbff3c8d9ba0c","5704598393.08199","No"
"0xff037e01c4a8005d315b6d664e3ead7036370d66","369643766.643638","No"
"0xaf422a50c8d4b1d9b1a05b65519fea92978a328d","163218205.304454","No"
"0xea5a5761e8e22eed8ed5eb21b2f0b2bea4455a9e","3417730198.59923","No"
"0xf420dbc9bec61c3ca8696169368fe540b1edaa27","1647618035.59507","No"
"0xd2bbdadfbe1d270cc8fb9b1e335c0a79b2f10ba1","38838601.8820436","No"
"0xa547268ff19a4971101e67dde8ce96b6cf21512e","167253950.095675","No"
"0xbd16eca60c5696db445469873209fcc06b31665a","62005979.2642742","No"
"0x2d82dcdb1e91c45421a72481ff3294b3fabe255d","1115034955036.44","No"
"0xe18858e3e9fa5684eb5ab143b81af672fb4c2658","155321792.137981","No"
"0x470530522a6ec86bc75a267bff04cc4dfae27b67","221048369.36311","No"
"0xe398049402f20f7b3fe69165168b23e88af26cb6","163936224.532688","No"
"0x33f04e3ba2c15508a6c0993a475858818fbfe4c7","42158050.9165519","No"
"0x381979be47812d1f008ec71dddadea780b9d2b9b","11493149.0859151","No"
"0xefd07f683aba80f315cd9895d958e56ad01f268b","22523726.0263883","No"
"0x22cc3eb936cc06334b2b3a237b6a55e226a483a3","703934633.225797","No"
"0x6a44f73a90d938c728df25a11aa22e4d17fbd802","14287006.7271944","No"
"0xce52c874b492786049686e16a9f84b4e28d2fb34","577344766.007699","No"
"0xb9930e2f2dab6489d7fc45268871f7cd8671decf","39547639.8914701","No"
"0xb8e901beea0c9ac1c205d9573466778a07e390a3","310875075.009927","No"
"0x8d607f2d608e7f142fc3489aa83654efa530e796","63410053790.6733","No"
"0x9cf28def7ef4fa13472acd90ba7446f609f7c3c4","1961752947.99222","No"
"0x802dae48a3ac39a47e4c2d513069d0833777d328","340621643.69276","No"
"0xcf1aa88e3dc46d97b4d452673ca1db61d96079b6","225777291180.091","No"
"0x29bb3824930daee686ccaf3c200b513ee6c2ee57","220876511.272541","No"
"0x4234ecc543efb4cdf02039100e7f2a7ed2ab35e6","521624273.773187","No"
"0x74bb5a7218fba6290f6223647a6e1e78612e99e0","178335649.755038","No"
"0xcd36be47e6d2ca65adab5029a1220f37c900e40d","42882189656.9358","No"
"0x53c467338491e7ac270e2baf0c330268c239a8d6","498638267.383288","No"
"0x877e4cb3f5ed871dd370dcf0a4b3bb248154f45a","22104205.3042744","No"
"0x7d19f69da35b0941365b8ad1b56b4b2dfe6c5d19","61843696.2829901","No"
"0xbc572f0d2eded95c3d963327b15defca1d611c04","12199527.4971706","No"
"0x9cc066765adf19d043c665ff1909f3baa4669d8e","12407111.4595806","No"
"0x854e26585adfa4e0a34b10cf07bf3bcf20556c18","478109556784.003","No"
"0xaccb84102efa51686f4c349cf584fee0e3bfc014","43460939142.1528","No"
"0xb8766323ae87a9eb9adc60c90d2607b97a6d37bd","457165362857.263","No"
"0x3bf1de81dad3d83b7c23d1af1e26a9f7e67bf974","1553986.35658753","No"
"0xa599021b62f9d0c4a9e39410d3b71d70de82603f","1292990704.00996","No"
"0x20234773c85abd1096eec44a3695ffc8343f9221","317261746.480774","No"
"0xa26038b995d71c316a2b9f8985b9f190618924fe","346174298.772853","No"
"0x2add665ab0ee365597c73421718044c5d288866c","540635574.148658","No"
"0x52571573115a0a5264060d0f38e32b9b3bbcafa4","221055107.702786","No"
"0x65227860f2bd549dfafbd807e1f2c7cac1362119","161479253.797124","No"
"0x1481c2680eeacc994dd57583af11e0bf0f5ed362","11582933.6999324","No"
"0x668c53e021937867b2fb7757be86fd68dde60954","79384977.6457443","No"
"0x3e8328fda529e3800a21b4cdc1c8095d4dd3f3c7","163304623.095889","No"
"0xc925204648f982558e03c1e350c5f4d54d1fc1a5","27635768001.2749","No"
"0x27d9096a890feacfd378df7319b41e16cae5c697","222484335.871227","No"
"0x8048948f6d6ab273554244e94628ba7fd23819d1","285711709298.454","No"
"0xcba54180a7ff9a25a3b4be35c5ee8014b4781b2d","1623900235.47733","No"
"0x70bc85c86029915e173d43ab97e15a7b58143327","3177145755.47882","No"
"0x921c56d6e77e3e9cd4232a3c78b45c13309c7d5b","130456784.613322","No"
"0xb1927cfe0ccee4e1c333c1393e369116ca6ded5a","4266834857.96605","No"
"0xb96fb144453fc0a01c8dd70fb9597ca04147d742","51924020.3116235","No"
"0x5eb4526bd2de713c08e902136f6be5efc93be80e","230204319438.011","No"
"0xa83a5a7e3088097592c1474ec15d3eb1edabd22c","4417524801.14854","No"
"0x1acd64ee31670068b8aa628b749f449bb8f0347b","842349.59940391","No"
"0xc61ad97acd4326272dc59322c106d98708f40b36","1822954250.89249","No"
"0xa905cd9df4525a94a73738330684710359f3d379","140557188.21268","No"
"0xf8f9bd73ac283af61a67bf18635dabe7b5c291f2","829603289.092232","No"
"0x7ddf400fdf4a5b5b6e578b4eb1c6586d861dc715","278416941332.488","No"
"0x57e9e1fca20751f3ffc72e31d776fd79a4a3e641","10660596085.613","No"
"0xba2cd60a60eefff1c222583a51d6773f491aacff","46725444.8394808","No"
"0x459e0e3031a9502eb8fd22cb64fd7918f6b53a73","744296782.161072","No"
"0x9a57ba7d7eb4504830ba3f87d3e13329536408c6","7724978.33171133","No"
"0xa2ce0daa7d80cb08f91b091fc6ef0364778edac3","308001591.563674","No"
"0xfeab80638dad5a1e60cec68d3b7987149d7a42b9","218142346.223942","No"
"0xd1cc29ed8577ce79225eebf84231457a85a4d866","427537674740.306","No"
"0x117acf6f6848737759dd042d554d7dcac28487db","27438613079.6434","No"
"0x7102add06e29c420da5e63abfc676b97977f127e","1249845.65490601","No"
"0x308fc5cdd559be5cb62b08a26a4699bbef4a888f","38103988862853.5","No"
"0x835a36cc26a953603bf7a38ec39041af80a24eee","1409466211941.4","No"
"0x351c6646ae476b2854aa9c99dc6d17059d9825be","220910736.664263","No"
"0xc728917928cd844886206e18196c2d4580722aa5","4343995777.99325","No"
"0xbde227c39b7aaa434381431d44d253451f7e1bf3","208816920.436597","No"
"0x8b15ae306ac515b38fc2f723e5a52134b7f3dcb6","2075027059.80336","No"
"0xf0e623b7454d9869111fb66cb98625d670ee9424","7817605147.44177","No"
"0x074276eb1ad8c73c4aca9519f41bc2c977145565","519593133.58543","No"
"0x11c816a4ef7f5bb31d54bbb7cad85c60b3dae61d","156112814.617593","No"
"0x83924bb027ecb344bd15356cb75900320d8f876d","91268545.6033352","No"
"0xd82bb4d0b920ca5892fdd83df2de431f77a9693a","316846617.677777","No"
"0x65096fe57692ede96c0ca8594ebdfdaa1cdd8e26","1527566903578.98","No"
"0x256b4262d346966a809e44ecf0d89cc507016daf","46188136.5431409","No"
"0x07c5150caa6083410b4befd971ee04d63ee213ec","678561499.254252","No"
"0x4a7dbf9927eddf2e9592d2badf06db7176390dad","3006104035105.66","No"
"0x749af58cd1e476da2749aae03a38e514ecbb3efc","1641618789811.53","No"
"0xbbee72d49da4b683384c526e563bf75f0f1f345c","1597054750.57412","No"
"0x2ec9a99ece5d34d8898edec6bf151b5985fff3a9","1103901100.39221","No"
"0x27f1d819e20aafb6617e3d8b81b1962c163b6d48","136135788.738964","No"
"0x82776722a3aa82060127b1896d6f05e4b8574afd","62883609.971516","No"
"0x5e8bef5b6be4c9a27181244e46d1a3aca158b1ee","32789529098.1421","No"
"0xf7e109f6ffa0189224ee1f7a2a0b89765571cbb3","11432817256.2705","No"
"0xba3bb1e229ced01540e8a2308a0fa0c0443859de","508830103.949735","No"
"0x027c83f478532f65429a25a3a751459284e962bf","88346854.7611507","No"
"0x84a097751b9d65cb9012de898e4dda4f6849dacd","153155448.780201","No"
"0x9d8fffc08329bd2a3e234b083449db220f277eca","34250115.0963725","No"
"0x5742e361a34a2889b135b8fcc9c4ef3e2c7a99f4","214668589.337002","No"
"0x024a44bd6afe3795092f8328e20cab28309aa75c","17777464237.0736","No"
"0xa0eba3928e5422633f23e6196a3106327532aab4","1149363428275.5","No"
"0xf59d51b788198ef0673c798efa16750dbf674d59","239819734.104907","No"
"0x42966bc82eb04993fed132a7de2635ed3e8b9633","662222943.363214","No"
"0xc4a4967b3e790741607f275d2be2b59ff62844f3","1004931980.79311","No"
"0xc0d472ef16296bcf0ee915a8148d550f52f19583","905585074.301297","No"
"0x5d4c1172d106c354d1d3d39ef6070c0cdf818669","58499790.2583878","No"
"0x1271bf00454b2897e375e5d9cd9a4022f5001b74","77556224.896815","No"
"0x77148be58013693cc9bc8262edb4ebdad9ce8399","154592441.834476","No"
"0xfc6a57d57084642f484cd12b5ace8cd7479bffc2","1516437033585.43","No"
"0xe986419f9ef0e6761f63f24b499074efdfa80c43","784769.808703726","No"
"0xb0f89bb591ee2ae859ac181a724d7f0fa2c2de57","85145394.939329","No"
"0x774ccaf59a95b6f92476449e75efcf679e96ac35","3257590796049.74","No"
"0x63fc7b3c67ee65e9a1ec4f638eb19188742d6f7a","1919034611.36387","No"
"0x5aa7038caa9faf6f8c2701c81ccf568a09ce2676","270846018525.195","No"
"0x4f9dbf3b3cd0b84eb4c8b03c05ebb9a37eb8d6b8","44195496196.3968","No"
"0x225c342bc098db37a14af811f47677a98803ca6f","189200151.723576","No"
"0xa3ac9c8aa0fe829ec2b95c2e444569a42dad631e","19893399467.6505","No"
"0x637e5a8932f08a944af9f432c98f48c641356e80","120434692410.095","No"
"0xece6de356598619d60a23d23e5fd39492947ade3","690235546647.986","No"
"0xa17f7de14ee47efb1c822a7610781c3679bcdf92","331303503.630262","No"
"0x9fed7c85a05f01f060f7b31709f509168db7024b","445438563.774704","No"
"0x63492d295b9fd92656775a531da878bbba855a3f","2976053729652.72","No"
"0x188f24eb266beca31af64589970e4503633eca0a","107176350632.618","No"
"0x017d582c9546494e4b83f8b22d844816fd8476fd","454613812374.691","No"
"0xa2aff5417c1cccee035c5545c3605f3fc5d9a922","3734432019.38904","No"
"0x5dd8959923f2161e604719de30ad0294409ba5bc","5216475406.03052","No"
"0x5a062e358df5d3f463d1c768567060b8a785adea","108381055331.433","No"
"0xeb08f11666b1e2f71f3c94e62a703ab078d44f39","2307268439540.47","No"
"0xe985b1fc300222542b9d11acb2768a4f1aaea65c","1934238844.6494","No"
"0x8b106e9dfb3aabf87143f03ff92d7b93f37d2d58","7197579121.36366","No"
"0x04f15f2548dad21e9e7fe1e154d79beb73a14f3e","150246621179.308","No"
"0x713967bc107a77299585a699e3770ace176d0a98","13778344.9103239","No"
"0x9779323d503353b2471c8b960894053e6f7f08b7","15755830022.339","No"
"0xb0e4034327d664bec13e5daab7404049dd4a1de5","65438547.8420205","No"
"0x967f6a08e5154a86a3d9f9a10afb1fe2b332ee09","44667666.7118165","No"
"0x1ed882991ae1e4a10d69fbd50fb1d4e4c28ec899","381360404.706894","No"
"0x5a9f694bb000039fd3d46164873815ff1fba3ba1","153950884.356991","No"
"0xabed12f22a517f55c00e0f774e0b9418510c97b7","42500831.0994892","No"
"0x6e609a6e3a51437a91c9d551e292db06a1fc5c28","4025898664.29897","No"
"0x91a7323e5d4377ed3dddf785c9668ae1a5b43305","8703436445747.34","No"
"0x69d9530da3386e6e27e4fd6799d87038cc443b40","2180225803941.72","No"
"0xf8b4cd48747fea9f1b774d1b1cd02efda3672b92","276072724.06613","No"
"0x5301e4f884435a350002d323f3aada1dc269a133","32275381466.7211","No"
"0x41d82f0023ea6cf10dde5f611d7a3a6b4cbd23fc","22265079.8280439","No"
"0xeb230e7c30e79dab8539922e5fe20a1de3104333","124343197.53367","No"
"0x6a82cd3775c69637948b92ab02af29b5f890d8a3","2257721780.02222","No"
"0xdafbc23f1c8ec531996270020dc7444b516dd09f","925203563.034325","No"
"0x0e7fba1b9463b98d4982e89427bf9daea9ef12a7","2207248642.38493","No"
"0xb7dfc8037c76a42c573017674c0843c44fb90cf4","169191034.845859","No"
"0xd7c0aea267c225be9a064aca1f811252342e67ab","8689884.7937428","No"
"0xcf62d88b0caa91c46ccffb37622fa60e5c1bb4ab","6368835844.37521","No"
"0x31e70ceb73b31c60a4e6e8a3af45dcb6bc1053a9","30093851717.9832","No"
"0xeeee1ee9794da474a887a432573cb24f737c7c18","203658431.603297","No"
"0x898f44773948e531c700ec9d3c1b3584ddb1c9b1","328699326535.87","No"
"0xd9d754f1526607195ee7aa16af1ec5f2217a43ae","117663944965.438","No"
"0x326d0a2da452fb8f3bac0c3ced0635c4efb91b9a","1583821184.73019","No"
"0xe7c05123fd172ae69ce03620f4fce8a62b6b16ed","61663152.7951743","No"
"0x500081f505c513218c37b6d533461c481f863329","84705929124.7202","No"
"0x6bde0cb58044f73d487345660304152a92928b67","18421415.7394883","No"
"0xc2c2952776ef244bd6071f7fcf36d6a27b791b9b","7772592886.92142","No"
"0x8d665e3166f6f61dd5de454ce738a379f5ba285a","3670683794.47907","No"
"0xf044023e153ba897bff3c98a818100f5633418fc","162202650.286315","No"
"0xec4fb738f92f8ee563981a2b0d407dab03f484ab","1349109593.32971","No"
"0x297521f4b92b222308229b3febc6df602f2272e2","20041559.0155449","No"
"0x5a42deaddf32a328885314a599b174eeac3dc565","1014809902254.46","No"
"0x0833418e8b36b17b2c768d69f8b7167bfdbc7fc2","19535065897034","No"
"0xbe06568d029888441dcc5175b728e46312d6df8e","237598879.156035","No"
"0x3a6ea7f85a29eae99800b4795d36eea01a68f55d","78888736.2810837","No"
"0x16ef978f2be9bfd9c69ff3458771370c804727c1","2014873435008.06","No"
"0x27e92e05dd950e786cab98945a5e64abf7584cc7","58119170.760645","No"
"0x01c40ae834f1dfcbc1af4b0c79bdc195c750f8ba","55616724.8802029","No"
"0x2ad2ea1f414fc5dcbe470053f418ca1655a74b04","1884929828.22489","No"
"0xa4c8551d1fded62578b53daa4ec1af0c2256b904","58405339.1080562","No"
"0xc46fb305ced3e6ea577c6c0080609ecb13927ea2","220037151.749988","No"
"0x75e75021b33bb14b513a304e8b4d307c4b889041","30573627875.2293","No"
"0x928ea1c402d0822f02d3d76d479778eb85efa151","114735484.828007","No"
"0x9834bf9d6731aa573e1448fe79620e5f48b60f5e","36224530.945091","No"
"0x7d8cf1d86b95412b28fec551a2a0e4a516d2d725","903787422.846997","No"
"0x6d56add791f5df44589463eaa5507101d3ef81c6","994225346473.101","No"
"0x50ff956fe43538a13628fb1847a19bca1f26c95e","38041365.8497445","No"
"0x54e7956dc20fc0151fcbae43205d0619eaa0194a","2062494593611.09","No"
"0x74f08c5daa15f150c4825e9b4fc368698e60f4af","94277866.629778","No"
"0x46803137893159ea7e988c35b2facc5f4f3f90cb","1453790951.05053","No"
"0x696e0487efde9cec3ef057cab1d024a540d1f930","22413791163.9508","No"
"0xc7b9643bdffcad1a6e0fea735f4a0fedb94d78c7","1929227482.48459","No"
"0xfb5c4e14587fe23e2b7193fc632ecec0e0023fde","1337106291.80567","No"
"0xc255eda6c40dcc1880c4cb37ad3c152e4b38b01c","4803817900822.06","No"
"0x2845b2ba3e22ebdd0edfc41938532f5e4c3fda96","35284438540.8986","No"
"0x5bf49a3601bc4c0af2b0d4a227ee6ea217758854","38107801999480.9","No"
"0xfe95bca96840e58277b84c7052135ecf0e5de7be","624581683.674194","No"
"0xe09e2f15b38b86b30c407c6d45ea1bc9af1722f9","2272489489.84222","No"
"0x9d24425454b63f0e2fcc3b82e1f06cd873aa1345","2561273585.0183","No"
"0x76458a1d6001521375c50435100bdd9f6f0fc763","1061643833807.9","No"
"0xe6c03d0a8fa7f11bd651ae8fd21ea5f71cac1e04","4007166525081.9","No"
"0xe92cf22d14d409c4cd1bf921643f7b251d36ccb7","1589962556.03686","No"
"0xc189bead6e92985a83c7b1f47053c053b4dfa1a9","141826179.028084","No"
"0x46414cb9f41170a5e27dea0ec9c7cbc16c6302ed","8876659715.20962","No"
"0xe2e5606b3ac213d4fc200ffaf30c94182a8dd1fe","16463428.787686","No"
"0x7f7e4c54a163e160bd00152c14b6f9428979a6de","133661371.944044","No"
"0xd1b7a30b02e4ed79025204be3c919d8f28457ab0","75271275.0691158","No"
"0x1234978cf12a3a173e7fa104bd67524637569e82","180830131.893701","No"
"0x21e9642a49d865d013fefc0e8c835c05de412e3c","499259475.357682","No"
"0x58b68afd8513b8ce32951f3c21d63c79cb543441","1574846622227.19","No"
"0x425a1dd7250adc8c7d73453bdf5a30ba5a994e9e","950353778322.621","No"
"0x1964794bce3ae3a7373b404a10bbe6fb5e6c537c","1305540037.87633","No"
"0x824dd964f6576274e289af506a3a9120a4ddfa30","226676047885.466","No"
"0x000000000000000000000000000000000000dead","4994255.27142996","No"
"0xc527499be41a02bcfaad1e14c53c6de94db9aa98","7378941600.65333","No"
"0x3031d4e7778294114c15b382e917f880969d8047","149206037.194251","No"
"0xe7b3c749c1b495eb08d2c1a8a019c9986c9ed74b","31073881.0458537","No"
"0xd6d4ba709d0259bb9292d303b93ab430f2e9ecca","3434825503.00927","No"
"0x9a4307adc0b593be9b7db47e3360241379e4666b","71898259.2548257","No"
"0xbcc269faa9e7d1e9a5e381943e8b99ccdae2b43e","343582176910.061","No"
"0xc6d418e27cf7460ad924052a7404d227463636f4","22954517.86326","No"
"0xe682c052841ac2e02149c6711987aab84633f109","121200319053.634","No"
"0xe4ba75dfe289d803761189cf62cffceb1cf8b98e","63524410.4389835","No"
"0xd0846b44901addd90bbb0f7c465410f4de06729b","76071040825.509","No"
"0xb616de97410ea85c2cf722db029c101116e48a30","456502675.260275","No"
"0x88ddc2bf650067a754d55dd3a5ec95f71de5ba99","9065017285.89058","No"
"0x3d158702f35e383395b3d1d94cd9279ed46d9279","4919395.60116828","No"
"0xcee2dbb1fe82eef781bad6388f5438d305968559","11225527880.076","No"
"0x4c9cda6b9470ef102c1f853303555173e54ffa53","6933492178.90249","No"
"0x5f20e264ca5f48b350d7dfde3784f53f5ba02bdd","67138576008.7475","No"
"0xe4f11ef8c483c1d1db02e89357e59f3329334568","63590580106.212","No"
"0x93805ec30941feabef1701d910cc937a2fe976f1","2374881226.62421","No"
"0xaa3d85ad9d128dfecb55424085754f6dfa643eb1","2855664258.22596","No"
"0x16f6cf9be500746d246ec7c65e90d4c67125a78b","92110258055.7776","No"
"0x0d9f20dfaabef86530a7ae6182bc9ce18d2fb459","644288349.582295","No"
"0x10957773dc80c34676bc59ccf76adf1315121d94","28515188389.4154","No"
"0xbb48f951921f39d33764492663501cf0449e3bca","33587420.3319887","No"
