"HolderAddress","Balance","PendingBalanceUpdate"
"0x260330eb30a2f0e1417d77a72fe881db6ce8db00","4740793.31907058","No"
"0x1426c2f7d8c229f34b16c1163ed160ea30eae877","47409621.0135238","No"
"0xdf7ec526449d30f82c9e7c42b5b8ea29fbea7bd2","169053928.091077","No"
"0x5d0de7a9a762e4d804a0e54b71061ba68223ff19","163.031833268","No"
"0xb3c891fa4cf02fcb31b4296bd6b6443b27d9a678","92283554.6625781","No"
"0xd23ef9b264676c34248ca565ceb83910d904fd52","197927994.311493","No"
"0x8e53615cc48dbb4c7dd9dbe1c2ffd89e202e24e9","17311260.0525947","No"
"0xdcdc15f51c5f098af649e932faf43375fa157e62","241181306.386287","No"
"0x34a327a13c53bfa4a1b516c4648aaf07325b5ec2","33758351.7153836","No"
"0x457f797e6650b77d32457a5ef07f97c63b2bcd18","6068754.8995795","No"
"0xefd16c793eca2a916b83ecaa00f6e9ee1e462a31","2687575060.57843","No"
"0x5143afd9b0860dd59ccfb4a30b327f524646a73a","3750447460.23936","No"
"0x0a4d27ad3d6a3db0b25496a8d8f7a3790728a4fc","17366362.6770607","No"
"0x88da00bb556f963d13db30ac318c3ea4f3c298d4","183222416.62059","No"
"0xadb6fd1dd37bd78489904164eb275a3e99a95fc1","14597819.6798956","No"
"0x1c6b45dad589b6675b5bf1357b956065a3e46462","450557477.427688","No"
"0x11ef3f4634fbad6d0fe9b44d396aa3106d8816cc","338783871.946403","No"
"0xae2c5d525aa5da9dda1ed7c70d634367552b8a62","90000000.18","No"
"0xa6dd8110dbca7d3ca507ba2eb85971c9391b2d4f","90000000.18","No"
"0x6a154094bc408f090ffa176bcd761492eff4054a","28287359359.9018","No"
"0x6de82fdc614568df53818aac4b3eac037203199b","1229221669.59679","No"
"0xc4b1bedbbe0c6dc804cde611ea82b5aeb7ac5fbc","32626693.2871653","No"
"0x896ddadc25b0328b47d6e919645ec0695a7ef4fb","95231455.3873419","No"
"0x830990896098458dc3f4217896bc4a749e6f8931","34375587.8874609","No"
"0x1b9a2f664e1d915134d4d846720ac087fe4abb09","221427872.59865","No"
"0x3e0fc356b3f2b0da756f3bcf52334257cc4339f7","25016143086.2204","No"
"0x94b9a28e7efe5e753aecd7df8fab217f266f0af1","11936089305.4872","No"
"0x6b61a6405dfa003d2ad423833a4c789546e91e6e","689877137.374218","No"
"0x6312dc2c8309f387b49df88b271a227d80d1b956","221507028.638311","No"
"0xe8cb3ea320052147636c610f221520b475d6f0b5","315000906.605085","No"
"0x7ab7f6eb4eee79c9fa49c4738a18ccc693db7cab","35244757.6084779","No"
"0xe1439b97d3eaf04e8c7f3279b988feae55cb16ee","4500349790.27843","No"
"0x4e420a1dd9c32f5fc7075c6eae58efda80182912","19873638.5194735","No"
"0x8d701ebfa14d826a3042cbaa8fa96e54679a6e02","13908988.1758359","No"
"0x5faecf6aacd56aa05bbf1638ce317886f1b4a983","38657416.3057308","No"
"0x17c91ebe2707455098cb74cd0c1853e39b261e89","65494137.784356","No"
"0xd3b1582c1f8df3f3c054ce18393fd68df5e2d756","9396971.99606397","No"
"0x1f40d664b906d291cc995ade74378082fe8d050b","4657725.12437854","No"
"0x279284fcef460341bdb236f0839205d4c17cba5b","132296325362.91","No"
"0xd3fce0918ebdc19855b56b4c3568c97d27b1417d","501699847.534538","No"
"0x2d80ca1f2909f32cb85dd986b71ab42cd3a1e92a","90000001.08","No"
"0xd4630dbc42032ff2ce76023fa4d79cb572de3332","8688693.27933593","No"
"0x789e3504a84604d85aa2fad94991dcf33135483a","1745234.63787664","No"
"0x4153659be52b484e03442434dd857511c4cabe7f","999363632.212052","No"
"0x03cb7736aa5afde4d62b556d36ef47208f49c615","427343183.240001","No"
"0xca16f32cae8e4fdb60797b3cd03765d8a5767c84","270000001.62","No"
"0xd3a6a8e10f92dbafdfe83b5fa5a40c59bbdc38ea","3863300129.67958","No"
"0x03610b53822bccce3b8b981a3fead0c68987081a","67186696.214956","No"
"0x874a7f644162a79f564b40812058b89393085f10","26944447053.361","No"
"0xef3952f855705ac39874b416e704952d5e1c6f37","318533273.178443","No"
"0x8260596208fd28ad1e98f5ac85d3b8dcabf65dbb","1086101023.32518","No"
"0xc8a0afa33e1d3d4a0c57c1b200a6d055de13d9b5","348794023857.184","No"
"0x7b7852406b00ff17f88460248e8c2a993d2d6be2","727029245.01603","No"
"0xbebefc9b6b67c9cd20645f5e5a589e34214d5849","241136379963.936","No"
"0x7cc84b45083cd625953f7b4457f7daa1601f89c4","3341948419.17717","No"
"0x87d51b40b659dd89caaa83bc8f5ce49ff2f36dd8","122677329.094879","No"
"0xd097c03db0c89680184b811e1001059d24c3c12b","21649433223.5732","No"
"0xa91e9097a5dce90389bad5528cf16a337485c2dd","90000000.18","No"
"0x05a6d94cc96b6b68203f31574b355cac8faf653d","14546803.4679605","No"
"0x492ec5d896194d18434a8aa1cc78209db94cb336","194559881.136852","No"
"0x8018298a3455c5ce82a21c82f62beef69405d464","171581178.265209","No"
"0x9ac43164cdab4978c53a456c4a0cbfce0b5b192a","173327618.590423","No"
"0xd8509c7ed422b50491e15e091d03b5074f08d320","3203.872271821","No"
"0x09a9aa94c71a1ec1bc2c538889ef0ef0bfb2de36","1759617074.07831","No"
"0x8007d75752f14888f30b1466841aaa409dc5ee05","2045283351.80159","No"
"0x457056fea8d256901f6b771d6124a3ae55e2303e","6775340.66129037","No"
"0xff32a9677e89a6da2e583791b5ff802e1e0b321c","512188937.282529","No"
"0xf6b48ffd2ad22fdfe28057b59085092d18116c41","296428777.162253","No"
"0x404c465713a6560a7183ea74753254a3305386c3","27819508.8210542","No"
"0xd01aaf48710556c5297d72c4c938561ae57a1466","21273162.6845677","No"
"0x02f21bfba5bb31f664f4a15ada7013d294852679","160765539.523738","No"
"0xca4c347bec132151422b3ba8a5afc1bda71f39f8","4610076.69904172","No"
"0xca1d4cba6a0b31790dfb8be161bad13328ff8574","8168890.90202216","No"
"0x1b67182a454f1de2c5a4d7de564611640f038888","69347228.2561731","No"
"0x558818afd0c087c17ce926938a69478e3c2e133e","5974597.18383908","No"
"0x1c485a10c6c3429964025236f36bc492e2bbe9f3","33438734.0215513","No"
"0x02a7df299c16a48b403856202dca6f41f48bd22b","16266904.3173941","No"
"0x33c33f2eb3f586946e56084d755261c43a27430e","17066.899142765","No"
"0x84677ab99fa7b3ae59b49a6c14e420f56d43a522","1.679E-06","No"
"0x9da454f28f7757cedeff66dcef6f976a30c6a968","238565431.037047","No"
"0x6f92a0f73dd36cd6da7c1a24dcc3e9e434d308b4","522629183905.301","No"
"0x622fbdfc09604a6e0e99d14d158bb7dcf82b38b7","50534038.9773488","No"
"0x4e3672d9bdd2fb65be1ddfb46bba816d3d61a4be","202721088.348775","No"
"0xb89270c07ea34477ecfb8732e0ba603a2467b54d","48857757.0436134","No"
"0xc642ad84e960011f36f5eff392306ab99fcd3c0e","155566777312.09","No"
"0xcf635907e1585925c485c9a92c8c1467cbf9a190","20818893.5176351","No"
"0x0ed39ee75babc410ef4b56a8f4217aae4ec24a4f","77191026937.9104","No"
"0x1cffd9d601fe4cee772fec1d0546893f76b8ba58","68026754.321116","No"
"0xf6f9830ee97595e0306a9a873a885dd73fccc3e3","18024557884.158","No"
"0x6a967afe6798c803817bf030f22d19265dd40559","3488190.85806343","No"
"0xf67dea7f942d6f021c757f7ea6b2998d0e15dc3f","3277646.29811243","No"
"0x6ba293b4008b0aa32151c92cf1fc011f0917fd96","924590934.013741","No"
"0x0d1e312b13aa843f11dc10f55b8fa2b926f622e5","102117240.083405","No"
"0x3d8e4e823549af177270c7f17893a482513933a6","145111365.285549","No"
"0xa51ac9114ffae48045925f0d9ed072f0fe3900bb","78276077.8161153","No"
"0xa466de04d3225879d24fa36a789d585b7cd7af24","5315.70557615","No"
"0x6741698096bdc7e189481fa07b4dd4f23125430d","31915.207270688","No"
"0xda5e192d13b137dd12e081d43b861989fdf2a74e","6003137.22653649","No"
"0xf2fd9c1ba08a9989f53bb85f3991327b485189c8","27279007.8282782","No"
"0xd615b617f2c66d78253403d55c41112b15bfa5af","1357187841.21165","No"
"0xfebf66a5a08df3804cef0ce07ee2663f4af5b349","45701185.773132","No"
"0x32738e3bd917a50a5340ca4ac59dd57bc15dd19a","58901858.9282164","No"
"0x2a051b4f5069cc189ca7696dc0812e8fbbc4be58","63456537.7716038","No"
"0xd0f3c6fbff325dc8c5a45382c37344b888fb0c37","116505711.838975","No"
"0x799a3839a0b4d8e24e0db7130082e4001707cd0d","459124210.525002","No"
"0xee93248fe6f1bbca1a93fffb2e1d1e05ff53237e","16872294490.7939","No"
"0x408c53a8ff9fb84445cdb51fc95b69518fc14c35","64681961.0782002","No"
"0x285242e3c58f7fd14d87bb05d33a4a14775f5403","1514159334.47001","No"
"0xf4aa3c9109c2cede1851f3059ec533b1bfeaa9cf","1443447826.32995","No"
"0xc31f970dbb1dcf1bded6eac8ac8824c223143853","288000001.8432","No"
"0x0d76ad7e72faf739db950ad1c0615166e9240142","481242519.157681","No"
"0xc642ece17e936a9138af9db1c43d7c6c7ecd65ed","61996342.4676441","No"
"0xebc69f72ac2d2d12084f6718018e38d6a30af89e","14010893887.7931","No"
"0x6eab8dfa76d00c38d7ec1958359938cf5101a295","57014193855.9581","No"
"0x4de2079333a06e9ce3a8857712fc59bbb954c396","11715039.5786586","No"
"0xce642a1f1c4abd56843ee52a4d82d81e891932ad","123873044.860604","No"
"0xe594dd4af5d3d4dd03598b32bc70f96eda19eb7e","646390809.284913","No"
"0x611d740c28e82831cc2427743a6633562d0bb6f7","6750001012.50015","No"
"0x4b3d2135605c6dbe19d402ba933d91f38785b256","20346882064.241","No"
"0xad31eea8c9f422fd37c25ba2e02798e2f90f4195","369256352858.346","No"
"0x8607ec665d8553d6b5e85c0c07dc456220464a6f","451484099668.043","No"
"0xccad62b86a0e4e90fabb8b243711ed49665970a8","90000000.18","No"
"0xd50d51e10b94150056e241a04c2fbc5817f37ee5","14240280.11017","No"
"0xb7327a4a169fd7ce430f5473bf2484c6e94c4847","9100458926.36919","No"
"0xc2821b5c94c997f025eeff72d0585e8ca53c0476","4518088965.43445","No"
"0xa1041201de9a19dfa4dd2cf83ca7efb6304eac0f","722852396810.582","No"
"0x344cfe74e88a968dff3a65dd6a079225258cd233","11196982351.4851","No"
"0xa8895a505abf364014c356227cc047d14909c45a","2.662E-06","No"
"0x3a272b68a86d89008555a697b749ac369b5b9679","1398276671.35956","No"
"0x57b15602650fbd20fce92cd478fb62127bce4c99","23.751415625","No"
"0x8fe90e1618b97f30e043107ace36af91acd1a1a3","121953062.21242","No"
"0x1ee0c72031d154a90514a79e2be6221f4d3d4632","9017937.10187629","No"
"0x468be7d77fe55ea0cbdeae19bd95c5d3fae566f7","3236300814.51339","No"
"0x153aa92db2dbcf6b7d15c50746ed027664072c08","139301893.634266","No"
"0xfd44ef4bb8b95550b801668ae58fdbfe57d1e4c3","1421167152421.34","No"
"0x910daa1ecd79a8b39b060d2f612610deeb8bfac9","4994664920.48926","No"
"0x5781f948bbaaf493c599a2eb8ae238de439cc662","57666508335.1644","No"
"0xb81234eab3e4958da1c6986a42a8a168ab4ab17f","59199092270.2649","No"
"0x2a8f423106a577931ac64534c9240a8fac5725af","354000578588.667","No"
"0x06f13729cd499a1c1cc86cfddd9b9ee22ae0798d","10318064.3057943","No"
"0xa16cc7314d065532c7eab02f7f1803153086a155","824406510.188332","No"
"0x116a673f2ae0cb15b1ce62db2155e549e20e4929","47213682470.0326","No"
"0x8eb48ee5f481a0757629975db20acee454320e98","76582845235.5111","No"
"0x27fab0eed5dab2b0bab0ec3457e28f499aef89f4","153400020713.64","No"
"0x9e2bc24da31414730166f187b3ac1c1de5bd339c","134948134116.158","No"
"0x1404bc16e1135e62684a966fa47fa8293a390d7a","272331970.571788","No"
"0x68be44a4ebb7552a6f700159e39975bdbd7e329b","202232563.370502","No"
"0x6a1a04e231ed061358efd10573408c635327a86c","16636726642.131","No"
"0xf186a7711de35acae675a45c57c409c792debec7","129559362875.994","No"
"0x2ce8a6cc290516f25aecd4857b7e3df60dda36e0","8991000.0017964","No"
"0x84bc6ebbe65c990b6405421a0560694ad7c3692c","514387368.089055","No"
"0x0e42ecb8cfca010c35ebc63c4c89d28c8a2effb0","1411897276.98192","No"
"0x070aa8a41135ec5ce2c48bef9d8ba6e7c1703e0c","82483584325.1404","No"
"0x60d136d6d407af935ef942dc9360dd31d88e56f2","9585286574.49705","No"
"0xa2b9b70a9a9dc89bce476770ed27c08aa8032339","371682749165.481","No"
"0x8d3b7e36063e023cefa9fd17873d6b79a7ac6ca5","98271171.0490891","No"
"0xadb4916ab13509698853ea06168a54e8367a506d","18001972.7980344","No"
"0x2330af493094ad66ab45fb765dee9b23847ed444","11604878525013","No"
"0xfc9a5503ccab84bea301d9d62d7d969bbccc0710","73553832.486499","No"
"0xadf8e234f0eafbeb9ebc064049d7550dee5a6aed","258829216.568595","No"
"0x69e0adf32bb9061c52e09c7895b2d51ec4154586","629527851.010948","No"
"0xd5c42919d1210adefb1d5557973af0af8f0871c0","29369283.7657104","No"
"0x7b6b346e910482d86031447a357a0cef297eb20d","1053376101.39001","No"
"0xebede4a7a477b3830e745397c9e703c756d272b5","63933566.8607448","No"
"0xe7d1958dcf740d0e950f16e2709ef0a8b43aa735","50228359.8365161","No"
"0x7107fb755ab76d321c9738ee7e569aa25342ac3f","181934577.167453","No"
"0x2d3da5b6b1d7c8ac934cc95e63920f607a28cd57","155700000.572976","No"
"0x8c63f055beb40001b82e0018d8c74074512ea117","462046817.407051","No"
"0x6639a9cf49018cf5214f0f99e1848f9d17630586","7508257.6832029","No"
"0x4e24266f902d0a3f17c6c18d12a0307ecce823af","52012715.1123897","No"
"0x30381d9ae874d850f60abfcd2cee56aae2656013","1048000936.89688","No"
"0x237f3cf434eb1555d660e8235a4021aae7ccc33d","515746.832085276","No"
"0xc6bd15ad0a518623178eb0e5084f65592924f4f5","1229880241.83775","No"
"0xe585b0df29837d029cd21c1dcfcae5ff8f5b29f2","1604900174.69112","No"
"0x9f0a8b156491700835b18166b8978b6f62d584f7","100000000.122222","No"
"0x8c65605e9cd7f9ae9bcdb863e41ffab5a8e6ce5c","792108097.425407","No"
"0x69fedf43448cfc03d8bf2f1d2551bcbaf39c03e4","13290637.8044898","No"
"0xc9313a1203088a469e9bebf3861cd9a8b82fb068","52202374.6620076","No"
"0x6578915eae988d77cf4b71e082faef3cfc2c0542","523818365.029507","No"
"0x1392fd59aaa11941b2c53d6bc6f23676994704c1","450278904.842717","No"
"0xbf1ead7995114bd86b2f9d7ea4d8af2aecc4af6d","1047055186.17977","No"
"0xf53b9608fee8a343b65fdf58ba67e15135173796","98428568741.7465","No"
"0xb364df0f3587a2762a1286ee9feaf0703bbf77f1","106454508.628467","No"
"0x591871c2479073dab08d81e7c309745d071381a2","784745130.228683","No"
"0xb1d71f0857ecc38bc09c382072d65c604268dff9","1644289620.57659","No"
"0xefa86c12d6fb02d7a82d54c7e38332fbaefcf0c9","2670012122.07576","No"
"0x507c10468e923d565855c6204551b1b21001fac0","146168373.132667","No"
"0xe407b6bc7936327350244b16cf0cc9f21c592fd5","1372275041.84753","No"
"0x8955ffc0472b65df12d26c2ffad008151aa220a6","6323766.54294779","No"
"0x0353956f2f1872c3eafcdf38dfadcfbe17c36bd9","5481692204.68203","No"
"0x1b7d2838f4622fea3859d3ec1d96d9fe862ca742","3786215.90708469","No"
"0x8ec2fa7aba0e90fdbac748c632306ddb490cc0ea","11940096.3321645","No"
"0xc08b97e683b1bbe6f19f7a5f5776a99c8fef6d7e","3863999.91847345","No"
"0x3e4c17df230bc43482a0c2d7edbd1d01a1c11d6e","8901044887.27575","No"
"0x982866f92de425586acecfcfba87257c8643c4fd","948544255.389123","No"
"0x71699bc26c87e7abf2e4fd528b81a63d9e863b48","739567945.614434","No"
"0x17ec6f20ad173161361a5909f52a555ee98bbaa3","35981311.6655428","No"
"0xeb27c4b30792125824ce333a82760c0e55019529","531000.000006265","No"
"0x47ec1821445eb93b84ff32e859b9274f2bf0aef8","391738524814.816","No"
"0xa971ad5cfd6ba82bc18bc31d4e698291750a4ac8","547179.358885959","No"
"0x5e537a11fd8bfe46db548e7fcf028669710e6181","533443183.364143","No"
"0x18bba6335e08d2a26799461d49da8b6dbfd7a6e4","37437871147.4118","No"
"0x3f17c778ee7209d31bfe1ac8f7c6cf7673b3f155","48154447.422369","No"
"0x32ca4eeba23e2638de091cc00a9e0d9d21f3ab81","1315008.95282338","No"
"0x866dfb0c59030d93ab39e35f4fe1fed351c9936a","163418179.170416","No"
"0x88bd234d709a1d33a4e5b3ca069a12fdf0c41886","22587870281.6746","No"
"0x0e7e48cefe5fca7be603f264a52fa82d4a46e651","286228133.893253","No"
"0x1cd3f8c6bb9827ffe3d7bea9bf80dbda6be5f213","135721551.470285","No"
"0x1ae756782323bfe3cfe615a665c002ac30afa6bf","159321277.815291","No"
"0xdfacb18f329655d3ab27d36a9c1ad96ea00a76f7","163344603.292921","No"
"0xba61c222425ea8f0ad2e20076b90bcd966589e5e","38484211.5854084","No"
"0xb05d3518b9eb4b52dde9e0f409c864b795bd672d","3.154370986","No"
"0x40f206fe5ae08e91af27320fd199a19a704755bd","23905246.3731107","No"
"0x9d80550a89b034c8da4e459a4da13494150f127a","832843560.913072","No"
"0xd44bd8771cf0bacf16705f463900a3226b016d66","1110190036.86694","No"
"0x57cbe75735a07a6bf3185caf0f80b0de19d623f0","17245042954.6866","No"
"0x637443d56f93b75265ef290e04c499be83fde172","900000018","No"
"0xb58167e162dc1e9b1b8d6ed5257af42b55440e0a","1017397351.46071","No"
"0x1fdfccea9ce9ee498c4f29d48d17b38307c100d0","86224393.1802148","No"
"0xffa8a125eb0df500c1b01b6044715cfa4fdce013","3571764116.20872","No"
"0x17bb89fdc9c6f69a066f453872bde8f549ef5b34","57757076.2604045","No"
"0xdf77776e44af397e51f23dc82f19734e1b5497ed","205380115.952393","No"
"0x3c41e8c8e4325d8a5e1a94061fa85b2a1ff0f9ed","3534942.44221619","No"
"0xfcf3588b6d2974e1fc6abf93de2c0dd02f40f2ba","90000.00000018","No"
"0x312a371f82f157619b99d99eb89ae875a09c5ab9","539248246.490169","No"
"0x62152d11f5877149352594611238cf16e24f5bc5","6737655398.40848","No"
"0x0dd5fda22ef35628c547b74e3d56ff0791b7dd51","57312945.2670931","No"
"0x321e6d278817dc84f1f4778d3010302253f56ee3","3675249300.1657","No"
"0xf08aa625abc7d5cdf73fed7a017098e475b5ddd6","110922876527.648","No"
"0xbb23e44950c0fc3724457ad997127f93677fb937","146166.908394584","No"
"0x98169f6d09964c65078e69f5c5f0eea0855c6055","16356316.8969187","No"
"0x89fb1834709ef5baabad2ba40ad648e3846f185e","9678808858.44919","No"
"0x734f6355245d1db06cbaffdaba194379223bb385","34687648.9930512","No"
"0x14a0badfd84e8a0a88cd8e3d6f160ebf3bd98247","450000004.5","No"
"0x109a6d8fa54f0f27b3ea493165e5578ab249b467","899100031.611237","No"
"0xe01afb340c28aa1f0499db049f358cf9453420aa","165289627.037175","No"
"0x06c6a0ecbf0f31f6105bb4121be84e81e6b12499","193202614.564986","No"
"0x208f86b07a91dddcf8149ac97e81e9be10d1e85e","13733736781.7905","No"
"0x081b07e8a9eade171c4a69f7481dfd53ead442da","2093957462.50266","No"
"0xb9d955fbffebb6bf772091a1ffa1f83b7aec57de","117049554.053469","No"
"0x99aa10111ce54a3888534c9597aa07314e436b60","227796215.018691","No"
"0x0fc6db0dd8de217d268a6784bb4a69a4b7e54d7f","137057869092.792","No"
"0x408d8b315ec707e2e7f0f643180ba528f9532d2d","300445210.183226","No"
"0x5f9edf6e3003e9f4b538670b3ad0e0c77c8a53a9","19191764.4425812","No"
"0x9fa73e9d9560b6a28a54f7024ce88e4908d262cd","10800000.002592","No"
"0xa6995b28d84e864e3c04852ba8a297a88724a17c","22455194.0857229","No"
"0xe89c067d01126a7d199a33441ee1ea2ec5fc97d0","38739311.3383579","No"
"0x656014f66dc8db4e348968984dcd579a2e31cfbf","32489866.9692236","No"
"0x047f70ffdbf4a138873769ff5e36620c6a665407","686047306.37314","No"
"0xdf7eb91f776796fdfe1a3941b7142e035c669a09","196003914.510233","No"
"0x7a84afe3db53f16407d0805dbd2dbb81bb6b8eaf","236804418.526557","No"
"0xc86b99947b1c190219d84770f736a790885bb608","792522925.649097","No"
"0xda2ba690d9f9d7801305650edf555aa882bc2069","39102280736.5761","No"
"0x1eb4f73316722676cb867b57c3b636e4da7d2781","0.457958376","No"
"0x22bc2fa75e8e5b3edf41eec57179673c04a78ca1","22500011250.0056","No"
"0xb05720d7e177d2cc2c71472088d64afa53aefe7a","8100001458.00026","No"
"0xf85abe5e8f77c25c4d84fbcc7378bfb4c817be1a","1075126579.97577","No"
"0xbbac62a6181ec8cb6d0e418356a0f57896c42c0f","540903383.46401","No"
"0x82d64cdd27d3d57bec74fd7d0afe2acfa0855449","80900788831.2142","No"
"0x755df7a9c25a6ab42572ee99dda6ce8a1269dde5","1083109321.61329","No"
"0x13374200c29c757fdcc72f15da98fb94f286d71e","1362.619197577","No"
"0xb9118abd59cbe533ae14261b2b831eea0b7e32c2","8616005040.97359","No"
"0xf5d9eed9f370dd7fd9cc7f0f4534e20537f4f733","302053313.2594","No"
"0xabd5a7776fd2ef6f140a9a1b6ea61a164d68f47e","5645226114.89967","No"
"0xe02637fd43b75c7d846a49195b9e5467a4f2772f","9564645.28406024","No"
"0x92abf0b885e3ff43d26a108e8a43f9b774ad0859","2487122582.60705","No"
"0xfc8c4dba1fbc1d99e830990d6fc0d382aea0b241","1199434762.53112","No"
"0x325c1281daf5219f7962f02904d844856064ee4b","132184216.041987","No"
"0x51d0d76c7ad3a22fcff596a7c7e982c371f2686d","2951000388.30862","No"
"0x34059ccf9c4792fd1174e6e1bfdb2faabb88df88","1384971474.69662","No"
"0x610cfc694588b743c7e8c6b6252bb8f5844e40e7","92640469.5883732","No"
"0xf989b10651fc8445adeef403ea193f59bb6740ae","268076183.767615","No"
"0x7b59808a36764a79301bf25bedde2e65a8c0a5d5","39612076.1655752","No"
"0x622adf1f28c5b8a74c846dd25b41845c8099248d","1852644281.40209","No"
"0xacb3127bb1e74a1a5a1557c72e47912827c14623","2319998884.34751","No"
"0x0c7c92411c29274bd253ca4fd06225b6b3b8a7e4","26484714.9482318","No"
"0x3981127b9168a153ee6bc92439ae37c1c4580738","32968160.923561","No"
"0x710e79a254a43ec0dac7db3a453c1df37da8925e","415864587.148634","No"
"0x27708115fc9b2a0e9c9f03653876b11c405f0a1d","90000000.18","No"
"0x7559d8547d62ceca9d43b73beb5e74115bcb69c4","85500000.16245","No"
"0xd4a96b913988312dc388a23e74c932bdb318bede","10136430.0022833","No"
"0xab2557e2ddca9f65ca89c464d80c7102501be9e3","990000021.780001","No"
"0xb1bfd3b45b37f54cb62430f37a61753ae24a9962","3086558639.23846","No"
"0x562411399d557a52f159f9d849c8b264ca1d1b16","541366368.982869","No"
"0x85bc17584114c14621ab9810c40039d3b2365915","318666666.244861","No"
"0x0a99dc63cefc840da6d4a11d236188c006f9c96e","5084967724.83619","No"
"0xbc436df499aae240b1282bf2971febacac2eb97c","108961571.240113","No"
"0x6a8638bca569ff83a1f9aa1234e17cbf3eaf2367","6361020288.62505","No"
"0xf384a1d3410c7da858e1ff7fc78f684706101b32","983817562.128631","No"
"0xd7d6e71eaad5cbcaf37568cdc2b879d8a6be97a3","73090479112.201","No"
"0x19bfef6c3073a8fdfb78ba7979d937987127fb69","4300351148.82238","No"
"0x31d8a86a39025df840ec4720b1c411d8ee633841","85213766605.5176","No"
"0xf74cb81832d9050fb93615b8751fd9f4393e1158","15795066.7284948","No"
"0xedb1b116a7eb26fdd892afba6f913eeba040a2e1","11395512.9560898","No"
"0xd4e1d5289b526b83c9bb83fde2219e2a9851964e","127341011.116842","No"
"0x8828747d74b89676f0c2c6d336d48a1b342faf80","4679290921047.95","No"
"0xe6ae36a7b120511288485720b2dc4ccf9c7332cd","4701525.07449278","No"
"0x93528b3b8f03c758539a2dab1275c397c3da031d","37485022.5104276","No"
"0x231400b459846ec3ca8bc5b62f33b1a0028127a3","63200181.6389612","No"
"0x2b6b690d4da235ba6cb7b3e2213bf0f3268b2be8","13764449.5809661","No"
"0x61e3348b6c9820cd0133b3bc7cc1679f4fd24f1f","11123175.6123559","No"
"0x03f64971ed4e333cf24d08d361b56ffc9b84d60d","17597561.3662046","No"
"0x9ad54389fd76ba3ac04be81c35078b14d33ea8f6","5736.625178557","No"
"0x269db48cdded1d8b8c605e8997a65a2163bdd1fa","1403698212.46953","No"
"0xa90538edcf6c463ab6c295f6eb403ae09e5a0058","10931746.5198042","No"
"0x69fda21e7c6f45a0b3717e008c58e1d26bf49edd","3360396822.0421","No"
"0x48ad6f292a135cee9eaafb6106ed520c5b109c83","406389.120210038","No"
"0x7df463608caf5a8b1518700a600af3e38057faa2","19922637.9162558","No"
"0x8bee5a203e744610e89f3d3d26a0293cf1a4f4c5","38119.882558828","No"
"0xdd3d14765ac55661b14d4ec51576367db2efa335","10287592.4690729","No"
"0x0d3b03a221b27790d4f64594800c2aa2127a0fa0","1561144412.20838","No"
"0xd56a128585f8e617fdd06dd5dbe65c7f51bbc692","58220300.1894779","No"
"0x3ae77adcd89f13e18e026ef020a50cce4faf8a7f","11580083.6865177","No"
"0x915c0a563b85c34f0a1a62d041d705951d5d8c4e","817553928.011637","No"
"0x7b8740a18c089066c83b54036b89a2e461588798","1027023949.93031","No"
"0x66066f1ec75e4e13a10282ee1033296cbecabb53","60053688.8370907","No"
"0x40db4836cbdb745f72ea17b158f79af1d33bcd5d","342990981.099962","No"
"0x702d3ddf2e3a2d50ec88f4d284cd92b7f167d4d8","5749678.81819952","No"
"0x422344bf25c0f1cb04c5adbeeca1b6552dd8b7b5","16666305355.5824","No"
"0xb0cce7dbbf1df8485011d0039aa9055dda233862","4997646555.03263","No"
"0x097734e0d53e999e5cd8e80b22ad7cc3adebd80e","23490298057.7663","No"
"0xbfb31ffa05797caf31b95ac1c0d64a39029c270f","12358301609.0188","No"
"0x798c3bf5cece98ef03587c74279754338f1ea7af","1350000040.5","No"
"0xc06c9b68b76a43a4f3853ab9a77cb17187d935af","1904159808.8068","No"
"0x41a60100f181988049014ca17466f8c3a6ac1e10","93873074.7336678","No"
"0x1e05a6a6135be4e0022bd700dbf962e127b0d500","41907518.6531107","No"
"0xd079f35df8106ce8547554e79bbacb135f4d1b04","189102821.989079","No"
"0x4358943cbac8dfa5ceb04f6b40f82f3fed731f1d","83174903.5667088","No"
"0x83fbda7fd2440d1b3c2554930d5d1b210aba6fe2","1623698.56560365","No"
"0xf28ed8b9cb5971cf97fbacdca18cd09c851c588c","1651681012.44009","No"
"0xcb6553304b6fad4b27be9aee3238f0158e4668d4","3736374098980.87","No"
"0x92d34cfff6895fcd553e1b810ea29a4516fc06a4","6175943.21160704","No"
"0x6164494b02da1217b64606418c88b99033a3c105","766695803.331072","No"
"0xb050322d1876b23c1c850ad289e4ecc7833c0e2d","14400277.9139818","No"
"0x6bc186d01253fc88e69d8d370ceaa4e8a6cbb15c","57728430.0740571","No"
"0x489b552990876e3151f1ac08c1c6ecbc34b15289","63412067.0821505","No"
"0xb3b6485408c4440242bdd42182de492c0a99f628","81657835.639982","No"
"0x578f618c758443b2440b411b89932b682d6f7b0e","2666134.50538151","No"
"0x00d0a87a5e10f17c526e39b26842353591ac04a1","33232255379.2752","No"
"0x79e2ffcb6cc83a922d814f1a691b6f2762af6da0","95059010486.8242","No"
"0x8104f8ccc904a3dc32815cab0261fb78c039c1c3","3905996412.80391","No"
"0x2ac55f4d533296b947cfb37eabcc101a62fae597","295479624.316289","No"
